	start	stop	strand
b3118	3266126	3267065	-1
b3119	3267379	3267598	1
b3120	3267853	3268393	1
b3121	3268414	3269602	1
b3124	3270624	3271770	-1
b3125	3271866	3272751	-1
b3126	3272786	3273557	-1
b3127	3273572	3274907	-1
b3128	3275281	3276853	1
b3129	3277001	3277337	1
b3130	3277336	3277801	1
b3131	3277855	3278665	-1
b3132	3278913	3280194	1
b3133	3280216	3280690	1
b3136	3281975	3283130	1
b3137	3283142	3284003	1
b3138	3284169	3284646	1
b3139	3284684	3285488	1
b3140	3285477	3286269	1
b3141	3286269	3287025	1
b3142	3287425	3288010	1
b3143	3288089	3288785	1
b3144	3288813	3291330	1
b3145	3291340	3292432	1
b3146	3292474	3293335	-1
b3147	3293399	3295436	1
b3148	3295393	3295789	1
b3149	3295808	3296399	1
b3150	3296408	3296984	1
b3151	3297097	3298138	-1
b3152	3298210	3298846	-1
b3153	3298973	3299492	1
b3154	3299471	3299915	-1
b3155	3299965	3300268	1
b3156	3300254	3300758	-1
b3157	3300751	3301276	-1
b3158	3301484	3302480	1
b3159	3302488	3303367	1
b3160	3303447	3304455	1
b3161	3304572	3305817	-1
b3162	3305970	3307860	-1
b4685	3307852	3307933	-1
b3163	3308039	3308924	-1
b3164	3309032	3311168	-1
b3165	3311414	3311684	-1
b3166	3311832	3312777	-1
b3167	3312776	3313178	-1
b3168	3313341	3316014	-1
b3169	3316038	3317526	-1
b3170	3317553	3318006	-1
b3172	3318636	3319980	1
b3173	3319987	3321613	-1
b3175	3322172	3322505	-1
b3176	3322732	3324070	-1
b3177	3324062	3324911	-1
b3178	3325000	3326935	-1
b3179	3327034	3327664	-1
b3180	3327789	3328083	1
b3181	3328238	3328715	-1
b3182	3328962	3330396	1
b3183	3330581	3331754	-1
b3184	3331769	3332735	-1
b3185	3332861	3333119	-1
b3186	3333139	3333451	-1
b3187	3333709	3334681	1
b3188	3334908	3335187	1
b3189	3335234	3336494	-1
b3190	3336548	3336803	-1
b3191	3336962	3337256	-1
b3192	3337255	3337891	-1
b3193	3337909	3338461	-1
b3194	3338465	3339248	-1
b3195	3339255	3340065	-1
b3196	3340274	3341252	1
b3197	3341265	3342252	1
b3198	3342272	3342839	1
b3199	3342835	3343411	1
b3200	3343379	3343937	1
b3201	3343943	3344669	1
b3202	3344716	3346150	1
b3203	3346172	3346460	1
b3204	3346577	3347069	1
b3205	3347114	3347969	1
b3206	3347965	3348238	1
b3207	3348451	3349084	1
b3208	3349080	3349809	-1
b3209	3349805	3350459	-1
b3210	3350688	3353025	-1
b3211	3353120	3354050	-1
b3212	3354724	3359185	1
b3213	3359197	3360616	1
b3214	3361175	3361940	1
b3215	3362111	3362786	1
b3216	3362806	3365188	1
b3218	3365701	3366718	-1
b3219	3366925	3367642	1
b3220	3367826	3368954	1
b3221	3369013	3369478	-1
b3222	3369474	3370350	-1
b3223	3370346	3371036	-1
b3224	3371083	3372574	-1
b3225	3372682	3373576	-1
b3226	3373697	3374489	-1
b3227	3374868	3376236	1
b3228	3376278	3376776	-1
b3229	3376781	3377420	-1
b3230	3377814	3378207	-1
b3231	3378222	3378651	-1
b3232	3378869	3379997	-1
b3233	3380190	3380589	1
b3234	3380742	3382110	1
b3235	3382199	3383267	1
b3236	3383329	3384268	-1
b3237	3384702	3385173	1
b3238	3385537	3385801	1
b3239	3385856	3386129	-1
b3240	3386220	3388188	-1
b3241	3388193	3389126	-1
b3242	3389133	3389337	-1
b3243	3389519	3390449	1
b3244	3390582	3392028	-1
b4472	3392457	3396258	-1
b3247	3396325	3397795	-1
b3248	3397784	3398378	-1
b3249	3398386	3398875	-1
b3250	3398874	3399978	-1
b3251	3400043	3401087	-1
b3252	3401391	3403332	-1
b3253	3403483	3404458	1
b3255	3405435	3405906	1
b3256	3405916	3407266	1
b3257	3407374	3407617	1
b3258	3407606	3409058	1
b3259	3409069	3409951	1
b3260	3410279	3411245	1
b3261	3411270	3411567	1
b3262	3411652	3412537	1
b3263	3412620	3412800	1
b3264	3412802	3413465	-1
b3265	3413863	3415021	1
b3266	3415032	3418137	1
b3267	3418389	3418611	1
b3269	3420133	3421315	1
b3270	3421324	3422428	1
b3271	3422435	3423194	1
b3279	3429235	3429790	1
b3280	3429765	3430023	-1
b3281	3430019	3430838	-1
b3282	3430842	3431415	-1
b3283	3431419	3431962	-1
b3284	3431990	3432464	-1
b4473	3432435	3433560	-1
b3287	3433689	3434199	1
b3288	3434213	3435161	1
b3289	3435206	3436496	1
b3290	3436517	3437894	1
b3291	3438023	3438434	1
b4550	3438430	3438649	-1
b3292	3438704	3439130	-1
b3293	3439140	3439509	-1
b3294	3439615	3439999	-1
b3295	3440039	3441029	-1
b3296	3441054	3441675	-1
b3297	3441708	3442098	-1
b3298	3442114	3442471	-1
b3299	3442617	3442734	-1
b3300	3442765	3444097	-1
b3301	3444104	3444539	-1
b3302	3444542	3444722	-1
b3303	3444725	3445229	-1
b3304	3445243	3445597	-1
b3305	3445606	3446140	-1
b3306	3446152	3446545	-1
b3307	3446578	3446884	-1
b3308	3446898	3447438	-1
b3309	3447452	3447767	-1
b3310	3447777	3448149	-1
b3311	3448313	3448568	-1
b3312	3448567	3448759	-1
b3313	3448758	3449169	-1
b3314	3449181	3449883	-1
b3315	3449900	3450233	-1
b3316	3450247	3450526	-1
b3317	3450542	3451364	-1
b3318	3451381	3451684	-1
b3319	3451680	3452286	-1
b3320	3452296	3452926	-1
b3321	3452958	3453270	-1
b3322	3453507	3453927	-1
b3323	3453928	3455398	-1
b3324	3455577	3456393	1
b3325	3456376	3458329	1
b3326	3458338	3459820	1
b3327	3459816	3461013	1
b3328	3461022	3461460	1
b3329	3461467	3461977	1
b3330	3461973	3462351	1
b3331	3462343	3462931	1
b3332	3462923	3463907	1
b3333	3463921	3465085	1
b3334	3465081	3465543	1
b3335	3465542	3466220	1
b3336	3466248	3466725	-1
b3337	3466796	3466991	-1
b3338	3467159	3469853	-1
b3339	3470144	3471329	-1
b3340	3471399	3473514	-1
b3341	3473541	3474081	-1
b3342	3474177	3474552	-1
b3343	3474677	3474965	-1
b3344	3474972	3475332	-1
b3345	3475331	3475718	-1
b3346	3475717	3476440	-1
b3347	3476606	3477419	-1
b3348	3477639	3477858	1
b3349	3477906	3478497	-1
b4551	3478591	3478792	-1
b3350	3478801	3480607	-1
b3351	3480606	3481161	-1
b3352	3481288	3483202	1
b3353	3483201	3484224	1
b3354	3484217	3484436	1
b3355	3484489	3485359	1
b3356	3485413	3485818	-1
b3357	3486119	3486752	1
b3358	3486790	3488893	1
b3359	3488959	3490180	-1
b3360	3490265	3490829	-1
b3361	3490860	3491463	-1
b3362	3491452	3491620	-1
b3363	3491724	3492297	-1
b3364	3492567	3493749	1
b3365	3494010	3496554	1
b3366	3496550	3496877	1
b3367	3497002	3497809	1
b3368	3497827	3499201	1
b3369	3499447	3499615	1
b3370	3499909	3501247	1
b3371	3501267	3502290	1
b4474	3502339	3503170	1
b3374	3503166	3503952	1
b3375	3504051	3504783	1
b3376	3504934	3506020	-1
b3377	3506031	3507336	-1
b3378	3507347	3507701	-1
b3379	3507711	3508590	-1
b3380	3508586	3509813	-1
b3381	3509812	3510976	-1
b3382	3511059	3511422	-1
b3383	3511438	3512344	-1
b3384	3512633	3513638	-1
b3385	3513630	3514389	-1
b3386	3514381	3515059	-1
b3387	3515076	3515913	-1
b3388	3516019	3517306	-1
b3389	3517397	3518486	-1
b3390	3518542	3519064	-1
b3391	3519464	3520703	-1
b3392	3520614	3521019	-1
b3393	3521008	3521449	-1
b3394	3521432	3521972	-1
b3395	3521971	3522751	-1
b3396	3522870	3525423	1
b3397	3525588	3526149	-1
b3398	3526468	3528604	1
b3399	3528668	3529337	1
b3400	3529347	3529749	1
b3401	3529773	3530652	1
b3402	3530714	3532439	-1
b3403	3532817	3534440	1
b3404	3534515	3535868	-1
b3405	3535864	3536584	-1
b3406	3536811	3537288	1
b3407	3537384	3539706	1
b3408	3540162	3540390	1
b3409	3540406	3542728	1
b3410	3542727	3542964	1
b3411	3543166	3544045	1
b3412	3544073	3544844	-1
b3413	3544881	3545565	1
b3414	3545623	3546199	1
b3415	3546558	3547875	1
b3416	3547985	3550070	-1
b3417	3550079	3552473	-1
b3418	3553084	3555790	1
b4475	3555832	3556849	-1
b3421	3556852	3558079	-1
b3422	3558267	3559866	1
b3424	3560621	3561452	-1
b3425	3561496	3561823	-1
b3426	3562012	3563518	1
b3427	3563723	3564005	-1
b3428	3564133	3566581	-1
b3429	3566599	3568033	-1
b3430	3568032	3569328	-1
b3431	3569345	3571319	-1
b3432	3571315	3573502	-1
b3433	3573774	3574878	-1
b3434	3575070	3575664	1
b4476	3575720	3577061	-1
b3437	3577064	3577592	-1
b3438	3577730	3578726	-1
b3439	3578949	3579645	-1
b3440	3579767	3580805	-1
b3441	3581137	3581626	1
b3442	3581862	3583041	1
b3444	3583482	3583758	1
b3445	3583676	3584180	1
b4612	3584403	3584559	1
b3446	3584758	3585043	1
b3447	3585080	3586823	-1
b3448	3586942	3587383	1
b3449	3587369	3588113	-1
b3450	3588109	3589180	-1
b3451	3589181	3590027	-1
b3452	3590023	3590911	-1
b3453	3591008	3592325	-1
b3454	3592723	3593437	-1
b3455	3593438	3594206	-1
b3456	3594202	3595480	-1
b3457	3595476	3596403	-1
b3458	3596450	3597560	-1
b3459	3597983	3598367	1
b3460	3598554	3599658	-1
b3461	3599928	3600783	-1
b3462	3601027	3602086	-1
b3463	3602078	3602747	-1
b3464	3602749	3604243	-1
b3465	3604392	3604989	1
b3466	3604978	3605248	1
b3467	3605250	3605610	-1
b3468	3605750	3606377	1
b3469	3606450	3608649	1
b3470	3608750	3608996	-1
b3471	3609216	3609882	1
b3472	3609954	3610512	1
b3473	3610515	3611733	-1
b3474	3611864	3612914	1
b3475	3612968	3613556	1
b3476	3613666	3615241	1
b3477	3615240	3616185	1
b3478	3616181	3617015	1
b3479	3617014	3617779	1
b3480	3617775	3618582	1
b3481	3618587	3618989	1
b3482	3619191	3623427	1
b3483	3623398	3623782	1
b3484	3624377	3625514	1
b3485	3625678	3626803	-1
b3486	3626802	3629538	-1
b3487	3629534	3630602	-1
b3488	3630967	3632590	-1
b3491	3634840	3635893	1
b3492	3636207	3637410	-1
b3493	3637641	3639141	1
b3494	3639384	3639720	-1
b3495	3640110	3640545	1
b3496	3640861	3642331	1
b3497	3642379	3643132	-1
b3498	3643139	3645182	-1
b3499	3645384	3646227	1
b3500	3646298	3647651	1
b4613	3647704	3647788	-1
b3501	3648527	3648881	1
b3502	3648934	3650224	1
b3503	3650236	3650662	1
b3505	3652181	3653198	-1
b3506	3653960	3654527	1
b3507	3654682	3655213	1
b3508	3655254	3655902	-1
b3509	3655965	3656292	-1
b3510	3656407	3656740	-1
b3511	3656994	3657567	1
b3512	3658365	3658893	1
b3513	3659231	3660389	1
b3514	3660413	3663527	1
b3515	3663889	3664618	-1
b3516	3664985	3665810	-1
b3517	3666179	3667580	-1
b3518	3667790	3669188	-1
b3519	3669591	3671241	1
b3520	3671291	3671894	-1
b3521	3672413	3673313	1
b3522	3673361	3674375	1
b3523	3674785	3676108	1
b3524	3676289	3678350	-1
b3525	3678419	3679187	-1
b3526	3679418	3680348	1
b3527	3680443	3681940	-1
b3528	3682160	3683447	-1
b3529	3683629	3685618	-1
b3530	3685699	3689173	-1
b3531	3689154	3690261	-1
b3532	3690267	3692607	-1
b3533	3692617	3695236	-1
b3535	3695996	3696185	-1
b3536	3696457	3698029	1
b3537	3698025	3698217	1
b3538	3698213	3699893	1
b4453	3699979	3700087	-1
b3539	3700562	3701834	1
b3540	3701863	3702868	-1
b3541	3702864	3703848	-1
b3542	3703858	3704761	-1
b3543	3704770	3705790	-1
b3544	3706097	3707705	-1
b3546	3708783	3710475	-1
b3547	3710798	3712007	-1
b3548	3712235	3712934	-1
b3549	3713091	3713655	1
b3550	3713651	3714092	1
b3551	3714060	3716394	-1
b3552	3716546	3717206	1
b3553	3717309	3718284	1
b3554	3718333	3719044	-1
b3555	3719477	3719768	1
b3556	3720048	3720261	1
b4455	3720447	3720600	-1
b3557	3720679	3721201	1
b3558	3721197	3722049	1
b3559	3722327	3724397	-1
b3560	3724406	3725318	-1
b4553	3725412	3725712	-1
b3561	3725886	3726882	1
b3562	3726923	3727361	-1
b3563	3727406	3727748	-1
b3564	3727916	3729371	-1
b3565	3729442	3730765	-1
b3566	3731130	3732123	1
b3567	3732200	3733742	1
b3568	3733719	3734901	1
b3569	3734978	3736157	1
b3570	3736352	3737177	-1
b3571	3737496	3739527	1
b3572	3739704	3740958	1
b3573	3741108	3741582	-1
b3574	3741683	3742532	-1
b3575	3742732	3743731	1
b3576	3743742	3744210	1
b3577	3744327	3744801	1
b3578	3744803	3746081	1
b3579	3746093	3747080	1
b3580	3747083	3748580	1
b3581	3748576	3749239	1
b3582	3749231	3750092	1
b3583	3750085	3750781	1
b3584	3751127	3751868	-1
b3585	3751991	3752966	1
b3586	3752962	3754099	-1
b3587	3754104	3754428	-1
b3588	3754972	3756511	-1
b3589	3756675	3757827	-1
b3590	3758016	3759861	-1
b3591	3759857	3761249	-1
b3592	3761346	3761955	-1
b3593	3762182	3766316	1
b3594	3766336	3767179	1
b3596	3768176	3768638	1
b4615	3769344	3769680	1
b3597	3770242	3771379	-1
b3598	3771381	3771744	-1
b3599	3772280	3774194	1
b3600	3774423	3775572	1
b3601	3775571	3776159	1
b4554	3776170	3776380	-1
b3602	3776664	3777027	1
b3603	3777398	3779054	1
b3604	3779053	3779830	1
b3605	3779826	3781017	1
b3606	3781214	3781688	1
b3607	3781740	3782562	-1
b3608	3782641	3783661	-1
b3609	3783660	3784128	-1
b3610	3784190	3784442	-1
b3611	3784583	3785015	-1
b3612	3785259	3786804	1
b3613	3786837	3788097	1
b3614	3788100	3789060	1
b3615	3789046	3790081	-1
b3616	3790319	3791345	-1
b3617	3791354	3792551	-1
b3618	3792825	3793683	-1
b3619	3793986	3794919	1
b3620	3794928	3795975	1
b3621	3795978	3796938	1
b3622	3796947	3798207	1
b3623	3798238	3799312	-1
b3624	3799344	3800196	-1
b3625	3800266	3800965	-1
b3626	3800982	3801999	-1
b3627	3802038	3803058	-1
b3628	3803057	3804137	-1
b3629	3804180	3805116	-1
b3630	3805152	3805950	-1
b3631	3805942	3807067	-1
b3632	3807063	3808098	-1
b3633	3808539	3809817	1
b3634	3809824	3810304	1
b3635	3810342	3811152	-1
b3636	3811249	3811417	-1
b3637	3811437	3811674	-1
b3638	3811890	3812559	-1
b3639	3812730	3813951	1
b3640	3813931	3814387	1
b3641	3814493	3815090	1
b3642	3815126	3815768	-1
b3643	3815862	3816549	-1
b3644	3816675	3817539	1
b3645	3817759	3818584	1
b3646	3818873	3819491	1
b3647	3819487	3821170	-1
b3648	3821427	3822051	1
b3649	3822105	3822381	1
b3650	3822399	3824508	1
b3651	3824514	3825204	1
b3652	3825209	3827291	1
b3653	3827459	3828665	-1
b3654	3828944	3830336	1
b3655	3830456	3832166	1
b3656	3832218	3834537	-1
b3657	3834546	3835929	-1
b3659	3836952	3838137	1
b3660	3838247	3839171	1
b3661	3839174	3839993	-1
b4555	3840214	3840508	1
b3662	3840548	3841739	-1
b3663	3841949	3842402	-1
b3664	3842454	3843789	-1
b3665	3843963	3845730	1
b3666	3845775	3847167	-1
b3667	3847304	3848624	-1
b3668	3848633	3850136	-1
b3669	3850135	3850726	-1
b3670	3850801	3851092	-1
b3671	3851095	3852784	-1
b3672	3852889	3852988	-1
b4618	3853552	3853642	1
b3673	3853921	3855106	1
b3674	3855113	3855611	-1
b3675	3855607	3855970	-1
b3676	3855959	3856307	-1
b3677	3856414	3856864	1
b3678	3856910	3858404	-1
b3679	3858400	3860116	-1
b3680	3860282	3861176	1
b3681	3861348	3861987	-1
b3682	3861986	3862472	-1
b3683	3862496	3863603	-1
b3684	3863898	3864615	1
b3685	3864611	3866273	-1
b3686	3866468	3866897	-1
b3687	3867008	3867422	-1
b3688	3867727	3868060	1
b3689	3868061	3869309	-1
b3690	3869376	3870441	1
b3691	3870437	3871730	-1
b4478	3871849	3872998	-1
b4477	3872994	3873612	-1
b3693	3873595	3874474	-1
b4479	3874470	3875160	-1
b3696	3875437	3876094	1
b3697	3876139	3876952	-1
b3698	3877066	3877465	-1
b3699	3877704	3880119	-1
b3700	3880147	3881221	-1
b3701	3881220	3882321	-1
b3702	3882325	3883729	-1
b4757	3884025	3884106	1
b3703	3884335	3884476	1
b3704	3884492	3884852	1
b4557	3884815	3885073	1
b3705	3885075	3886722	1
b3706	3886827	3888192	1
b3707	3888434	3888509	1
b3708	3888729	3890145	1
b3709	3890235	3891483	1
b3710	3891614	3892790	1
b3711	3892764	3893724	1
b3712	3893880	3894630	1
b3713	3894651	3895218	1
b3714	3895271	3896609	-1
b3715	3896773	3897439	1
b3716	3897505	3897973	1
b3717	3898021	3898609	1
b3718	3898670	3899393	-1
b3719	3899407	3900577	-1
b3720	3900603	3902220	-1
b3721	3902288	3903701	-1
b3722	3903719	3905597	-1
b3723	3905730	3906567	-1
b3724	3906852	3907578	-1
b3725	3907592	3908366	-1
b3726	3908548	3909439	-1
b3727	3909438	3910398	-1
b3728	3910484	3911525	-1
b3729	3911838	3913668	-1
b3730	3913829	3915200	-1
b3731	3915552	3915972	-1
b3732	3915992	3917375	-1
b3733	3917401	3918265	-1
b3734	3918315	3919857	-1
b3735	3919869	3920403	-1
b3736	3920417	3920888	-1
b3737	3920949	3921189	-1
b3738	3921235	3922051	-1
b3739	3922059	3922440	-1
b3740	3923056	3923680	-1
b3741	3923743	3925633	-1
b3742	3926011	3926455	-1
b3743	3926544	3927003	-1
b3744	3927154	3928147	1
b3745	3928151	3929603	-1
b3746	3929596	3931093	-1
b3747	3931315	3933184	1
b3748	3933350	3933770	1
b3749	3933777	3935283	1
b3750	3935287	3936253	1
b3751	3936277	3937168	1
b3752	3937293	3938223	1
b3753	3938226	3939219	1
b3754	3939184	3940612	-1
b3755	3940634	3941327	-1
b4480	3947127	3947967	-1
b3764	3948085	3948424	1
b3765	3948448	3949969	-1
b3766	3950321	3950420	1
b4669	3950506	3950557	1
b3769	3952200	3952464	1
b3770	3952483	3953413	1
b3771	3953477	3955328	1
b3772	3955330	3956875	1
b3773	3956926	3957820	-1
b3774	3957969	3959445	1
b3775	3959531	3959813	-1
b3778	3960676	3962698	1
b3779	3962744	3964229	-1
b3780	3964364	3965630	-1
b3781	3965760	3966090	1
b3782	3966230	3966332	1
b3783	3966416	3967676	1
b3784	3967915	3969019	1
b3785	3969030	3970077	1
b3786	3970132	3971263	1
b3787	3971259	3972522	1
b3788	3972521	3973589	1
b3789	3973607	3974489	1
b3790	3974466	3975141	1
b3791	3975145	3976276	1
b3792	3976277	3977528	1
b4481	3977524	3978604	1
b3793	3978600	3979953	1
b3794	3979955	3980696	1
b3795	3980886	3982272	1
b3800	3982957	3984193	1
b3801	3984351	3986007	-1
b3802	3986685	3987882	-1
b3803	3987884	3989066	-1
b3804	3989087	3989828	-1
b3805	3989824	3990766	-1
b3806	3991152	3993699	1
b3807	3993738	3994059	-1
b3808	3993849	3994335	1
b4558	3994521	3994725	1
b3809	3994761	3995586	1
b3810	3995582	3996290	1
b3811	3996286	3997183	1
b3812	3997182	3997899	1
b3813	3997982	4000145	1
b4482	4000291	4001056	-1
b3816	4001425	4002376	1
b3817	4002418	4002799	-1
b3818	4002812	4003193	-1
b3819	4003287	4004178	-1
b3820	4004229	4004697	-1
b3821	4004861	4005731	1
b3822	4005863	4007693	1
b3823	4007756	4008377	1
b3824	4008438	4009059	-1
b3825	4009169	4010192	1
b3826	4010199	4011000	1
b3827	4011075	4011975	1
b3828	4011862	4012816	-1
b3829	4013052	4015314	1
b3830	4015353	4016169	-1
b3831	4016430	4017192	1
b3832	4017332	4018760	1
b3833	4018854	4019610	1
b3834	4019623	4020229	1
b3835	4020225	4021866	1
b3836	4021944	4022214	1
b3838	4022217	4022733	1
b3839	4022735	4023512	1
b4483	4023553	4024336	1
b3842	4024332	4024821	-1
b3843	4024987	4026481	1
b3844	4026526	4027228	1
b3845	4027608	4028772	-1
b3846	4028781	4030971	-1
b3847	4031160	4032492	1
b3848	4032491	4033106	1
b3849	4033144	4034596	1
b3850	4034607	4035153	1
b3856	4040905	4041433	-1
b3857	4041414	4041999	-1
b3858	4042068	4042338	1
b3859	4042414	4043401	1
b3860	4043417	4044044	1
b3861	4044198	4045629	1
b3862	4045669	4046602	-1
b3863	4046965	4049752	1
b3865	4050132	4050765	-1
b3866	4051346	4051856	1
b3867	4052044	4053418	1
b4686	4053646	4053757	-1
b3868	4053868	4055278	-1
b3869	4055289	4056339	-1
b3870	4056624	4058034	-1
b3871	4058406	4060230	1
b3872	4060446	4061157	1
b3873	4061164	4062145	1
b3874	4062246	4063512	1
b3875	4063602	4064295	-1
b3876	4064362	4065766	-1
b3877	4065808	4067194	-1
b3878	4067239	4069276	-1
b3879	4069474	4070401	-1
b3880	4070514	4071756	-1
b3881	4071772	4072651	-1
b3882	4072674	4073571	-1
b3883	4073738	4074635	1
b3884	4074668	4075454	1
b3885	4075552	4076152	1
b3886	4076145	4077018	1
b3887	4077014	4077452	1
b3888	4077448	4078438	1
b3889	4079290	4079509	1
b3890	4079750	4079969	1
b3891	4080298	4081228	-1
b3892	4081224	4081860	-1
b3893	4081856	4082759	-1
b3894	4082771	4085822	-1
b3895	4086015	4086849	1
b3896	4087001	4088057	1
b3897	4088106	4089855	-1
b3898	4089854	4090925	-1
b3899	4090914	4092366	-1
b3900	4092376	4092823	-1
b3901	4093123	4093438	-1
b3902	4093447	4094272	-1
b3903	4094722	4095982	-1
b3904	4095978	4097448	-1
b3905	4097735	4098572	1
b3906	4098645	4099494	1
b3907	4099490	4100525	-1
b3908	4100809	4101430	1
b3909	4101689	4102673	1
b3910	4102821	4103496	1
b3911	4103601	4104975	-1
b3912	4104971	4105670	-1
b4484	4105819	4106320	1
b3915	4106468	4107371	1
b3916	4107551	4108514	1
b3917	4108833	4109823	1
b3918	4109929	4110685	1
b3919	4110739	4111507	-1
b3920	4111614	4112214	-1
b3921	4112314	4112755	1
b3922	4112966	4113266	1
b3923	4113292	4113721	1
b3924	4113725	4114472	-1
b3925	4114568	4115579	-1
b3926	4115713	4117222	-1
b3927	4117244	4118090	-1
b3928	4118514	4118760	1
b3929	4118844	4119330	-1
b3930	4119422	4120349	-1
b3931	4120415	4121747	-1
b3932	4121756	4122287	-1
b3933	4122379	4123339	-1
b3934	4123430	4124456	-1
b3935	4124611	4126810	-1
b3936	4127012	4127225	1
b3937	4127285	4127894	-1
b3938	4128077	4128395	-1
b3939	4128671	4129832	1
b3940	4129834	4132267	1
b3941	4132615	4133506	1
b3942	4133834	4136015	1
b3943	4136107	4137013	1
b3944	4137039	4137657	-1
b3945	4137931	4139035	-1
b3946	4139045	4139708	-1
b3947	4139719	4142221	-1
b3949	4142529	4143609	1
b3950	4143623	4143944	1
b3951	4143994	4146292	1
b3952	4146257	4147136	1
b3953	4147137	4147479	1
b3954	4147465	4148317	-1
b3955	4148531	4150265	-1
b3956	4150446	4153098	-1
b3957	4153695	4154847	-1
b3958	4155000	4156005	1
b3959	4156012	4156789	1
b3960	4156849	4158223	1
b3961	4158489	4159407	1
b3962	4159389	4160790	-1
b3963	4161066	4161771	1
b3964	4161770	4162130	1
b3965	4162169	4163270	-1
b3966	4163638	4165483	1
b3967	4165427	4166285	1
b3972	4172056	4173085	1
b3973	4173081	4174047	1
b3974	4174075	4175026	-1
b3980	4175943	4177128	1
b3981	4177357	4177741	1
b3982	4177742	4178288	1
b3983	4178446	4178875	1
b3984	4178878	4179583	1
b3985	4179995	4180493	1
b3986	4180559	4180925	1
b3987	4181244	4185273	1
b3988	4185349	4189573	1
b3989	4189785	4190325	1
b3990	4190734	4191868	-1
b3991	4191864	4192635	-1
b4407	4192636	4192837	-1
b3992	4192820	4193576	-1
b3993	4193568	4194204	-1
b3994	4194203	4196099	-1
b3995	4196331	4196808	-1
b3996	4196902	4197676	1
b3997	4197715	4198780	1
b3998	4198789	4199461	1
b3999	4199503	4200094	1
b4000	4200280	4200553	1
b4001	4200565	4201261	1
b4002	4201262	4201688	-1
b4003	4201925	4203323	1
b4004	4203319	4204645	1
b4005	4204641	4205931	-1
b4006	4205942	4207532	-1
b4011	4213233	4213617	1
b4012	4213679	4214123	-1
b4013	4214279	4215209	1
b4014	4215477	4217079	1
b4015	4217108	4218413	1
b4016	4218595	4220332	1
b4017	4220300	4222487	-1
b4018	4222803	4223628	-1
b4019	4223827	4227511	1
b4020	4227730	4229362	1
b4021	4229452	4230142	-1
b4022	4230353	4231226	1
b4023	4231358	4231631	-1
b4024	4231883	4233233	-1
b4025	4233757	4235407	1
b4026	4235905	4236148	1
b4027	4236261	4236900	1
b4028	4236896	4237634	1
b4029	4237633	4239730	1
b4620	4239776	4240055	-1
b4030	4240324	4240735	1
b4031	4240778	4242254	-1
b4032	4242625	4243516	-1
b4033	4243530	4245075	-1
b4034	4245228	4246419	-1
b4035	4246783	4247899	1
b4036	4247970	4249311	1
b4037	4249553	4250474	1
b4039	4252505	4253003	1
b4040	4253015	4253888	1
b4041	4254042	4256466	-1
b4042	4256636	4257005	1
b4043	4257114	4257723	1
b4044	4257741	4259121	1
b4045	4259236	4259446	1
b4046	4259487	4260003	-1
b4047	4260320	4260575	1
b4048	4260598	4261306	1
b4049	4261668	4262706	1
b4050	4262839	4263082	1
b4051	4263247	4264231	-1
b4052	4264313	4265729	1
b4053	4265781	4266861	1
b4054	4267113	4268307	1
b4621	4268808	4269012	-1
b4055	4269413	4270127	1
b4056	4270237	4270654	1
b4057	4270657	4271014	1
b4058	4271048	4273871	-1
b4059	4274124	4274661	1
b4060	4274759	4275041	-1
b4061	4275470	4277057	1
b4062	4277059	4277383	-1
b4063	4277468	4277933	1
b4064	4278478	4279828	1
b4065	4279979	4281629	1
b4066	4281782	4283075	-1
b4067	4283252	4284902	-1
b4068	4284898	4285213	-1
b4069	4285412	4287371	-1
b4070	4287763	4289200	1
b4071	4289244	4289811	1
b4072	4289807	4290479	1
b4073	4290475	4291432	1
b4074	4291511	4293170	1
b4075	4293162	4293546	1
b4076	4293542	4294139	1
b4077	4294480	4295794	1
b4078	4296435	4297125	-1
b4079	4297218	4299366	-1
b4080	4299563	4301030	-1
b4081	4301026	4303078	-1
b4082	4303077	4304109	-1
b4622	4304127	4304403	-1
b4083	4304611	4306597	-1
b4084	4306869	4307799	-1
b4085	4307782	4308478	-1
b4086	4308488	4309469	-1
b4087	4309447	4310980	-1
b4088	4311106	4312042	-1
b4089	4312100	4312991	-1
b4090	4313349	4313799	1
b4487	4313867	4314197	1
b4092	4314343	4315102	-1
b4093	4315103	4315538	-1
b4094	4315524	4316082	-1
b4095	4316081	4317218	-1
b4096	4317214	4317895	-1
b4097	4318005	4318764	-1
b4098	4318760	4319606	-1
b4099	4319598	4320663	-1
b4100	4320662	4321247	-1
b4101	4321243	4321696	-1
b4102	4321696	4322422	-1
b4105	4323335	4324352	-1
b4106	4324376	4325165	-1
b4107	4325297	4325741	-1
b4108	4326398	4326734	-1
b4109	4327134	4329363	1
b4110	4329359	4330238	1
b4111	4330501	4332004	1
b4703	4332115	4332205	1
b4112	4332180	4333272	-1
b4113	4333281	4333950	-1
b4114	4333946	4335590	-1
b4115	4335693	4337031	-1
b4116	4337167	4337929	-1
b4117	4338253	4340521	-1
b4118	4340719	4341628	-1
b4119	4341910	4343266	1
b4120	4343368	4344790	1
b4121	4344928	4345558	-1
b4122	4345679	4347326	-1
b4123	4347403	4348744	-1
b4124	4349314	4350034	-1
b4125	4350030	4351662	-1
b4126	4351842	4352073	1
b4127	4352084	4352357	1
b4128	4352583	4352880	1
b4559	4352907	4353081	1
